city,town,road,,,
臺北市,中正區,寶慶路,2,5,105
臺北市,中正區,厦門街,2,5,106
臺北市,內湖區,大湖山莊街,2,6,1
臺北市,內湖區,大湖街,2,6,2
臺北市,內湖區,五分街,2,6,3
臺北市,內湖區,內湖路一段,2,6,4
臺北市,內湖區,內湖路二段,2,6,5
臺北市,內湖區,內湖路三段,2,6,6
臺北市,內湖區,文湖街,2,6,7
臺北市,內湖區,文德路,2,6,8
臺北市,內湖區,民善街,2,6,9
臺北市,內湖區,民權東路六段,2,6,10
臺北市,內湖區,永保街,2,6,11
臺北市,內湖區,石潭路,2,6,12
臺北市,內湖區,安美街,2,6,13
臺北市,內湖區,安泰街,2,6,14
臺北市,內湖區,安康路,2,6,15
臺北市,內湖區,成功路二段,2,6,16
臺北市,內湖區,成功路三段,2,6,17
臺北市,內湖區,成功路五段,2,6,18
臺北市,內湖區,成功路四段,2,6,19
臺北市,內湖區,江南街,2,6,20
臺北市,內湖區,行忠路,2,6,21
臺北市,內湖區,行善路,2,6,22
臺北市,內湖區,行愛路,2,6,23
臺北市,內湖區,東湖路,2,6,24
臺北市,內湖區,金莊路,2,6,25
臺北市,內湖區,金湖路,2,6,26
臺北市,內湖區,金龍路,2,6,27
臺北市,內湖區,金豐街,2,6,28
臺北市,內湖區,南京東路六段,2,6,29
臺北市,內湖區,星雲街,2,6,30
臺北市,內湖區,洲子街,2,6,31
臺北市,內湖區,基湖路,2,6,32
臺北市,內湖區,康寧路一段,2,6,33
臺北市,內湖區,康寧路三段,2,6,34
臺北市,內湖區,康樂街,2,6,35
臺北市,內湖區,堤頂大道一段,2,6,36
臺北市,內湖區,堤頂大道二段,2,6,37
臺北市,內湖區,港華街,2,6,38
臺北市,內湖區,港墘路,2,6,39
臺北市,內湖區,陽光街,2,6,40
臺北市,內湖區,新明路,2,6,41
臺北市,內湖區,新富街,2,6,42
臺北市,內湖區,新湖一路,2,6,43
臺北市,內湖區,新湖二路,2,6,44
臺北市,內湖區,新湖三路,2,6,45
臺北市,內湖區,新豐街,2,6,46
臺北市,內湖區,瑞光路,2,6,47
臺北市,內湖區,瑞湖街,2,6,48
臺北市,內湖區,碧山路,2,6,49
臺北市,內湖區,潭美街,2,6,50
臺北市,內湖區,環山路一段,2,6,51
臺北市,內湖區,環山路二段,2,6,52
臺北市,內湖區,環山路三段,2,6,53
臺北市,內湖區,舊宗路一段,2,6,54
臺北市,內湖區,舊宗路二段,2,6,55
臺北市,內湖區,麗山街,2,6,56
臺北市,文山區,一壽街,2,7,1
臺北市,文山區,三福街,2,7,2
臺北市,文山區,下崙路,2,7,3
臺北市,文山區,久康街,2,7,4
臺北市,文山區,中崙路,2,7,5
臺北市,文山區,公館街,2,7,6
臺北市,文山區,木柵路一段,2,7,7
臺北市,文山區,木柵路二段,2,7,8
臺北市,文山區,木柵路三段,2,7,9
臺北市,文山區,木柵路五段,2,7,10
臺北市,文山區,木柵路四段,2,7,11
臺北市,文山區,木新路二段,2,7,12
臺北市,文山區,木新路三段,2,7,13
臺北市,文山區,仙岩路,2,7,14
臺北市,文山區,永安街,2,7,15
臺北市,文山區,汀州路四段,2,7,16
臺北市,文山區,光輝路,2,7,17
臺北市,文山區,老泉街,2,7,18
臺北市,文山區,秀明路一段,2,7,19
臺北市,文山區,秀明路二段,2,7,20
臺北市,文山區,育英街,2,7,21
臺北市,文山區,車前路,2,7,22
臺北市,文山區,辛亥路七段,2,7,23
臺北市,文山區,辛亥路五段,2,7,24
臺北市,文山區,辛亥路六段,2,7,25
臺北市,文山區,辛亥路四段,2,7,26
臺北市,文山區,和平東路四段,2,7,27
臺北市,文山區,和興路,2,7,28
臺北市,文山區,忠順街一段,2,7,29
臺北市,文山區,忠順街二段,2,7,30
臺北市,文山區,保儀路,2,7,31
臺北市,文山區,恆光街,2,7,32
臺北市,文山區,指南路一段,2,7,33
臺北市,文山區,指南路二段,2,7,34
臺北市,文山區,指南路三段,2,7,35
臺北市,文山區,政大一街,2,7,36
臺北市,文山區,政大二街,2,7,37
臺北市,文山區,政大三街,2,7,38
臺北市,文山區,富山路,2,7,39
臺北市,文山區,景中街,2,7,40
臺北市,文山區,景仁街,2,7,41
臺北市,文山區,景文街,2,7,42
臺北市,文山區,景明街,2,7,43
臺北市,文山區,景後街,2,7,44
臺北市,文山區,景美街,2,7,45
臺北市,文山區,景華街,2,7,46
臺北市,文山區,景隆街,2,7,47
臺北市,文山區,景福街,2,7,48
臺北市,文山區,景興路,2,7,49
臺北市,文山區,景豐街,2,7,50
臺北市,文山區,開元街,2,7,51
臺北市,文山區,集英街,2,7,52
臺北市,文山區,新光路一段,2,7,53
臺北市,文山區,新光路二段,2,7,54
臺北市,文山區,溪口街,2,7,55
臺北市,文山區,溪洲街,2,7,56
臺北市,文山區,萬安街,2,7,57
臺北市,文山區,萬利街,2,7,58
臺北市,文山區,萬和街,2,7,59
臺北市,文山區,萬芳路,2,7,60
臺北市,文山區,萬美街一段,2,7,61
臺北市,文山區,萬美街二段,2,7,62
臺北市,文山區,萬盛街,2,7,63
臺北市,文山區,萬隆街,2,7,64
臺北市,文山區,萬壽路,2,7,65
臺北市,文山區,萬寧街,2,7,66
臺北市,文山區,萬慶街,2,7,67
臺北市,文山區,試院路,2,7,68
臺北市,文山區,福興路,2,7,69
臺北市,文山區,樟新街,2,7,70
臺北市,文山區,興隆路一段,2,7,71
臺北市,文山區,興隆路二段,2,7,72
臺北市,文山區,興隆路三段,2,7,73
臺北市,文山區,興隆路四段,2,7,74
臺北市,文山區,興順街,2,7,75
臺北市,文山區,興德路,2,7,76
臺北市,文山區,羅斯福路五段,2,7,77
臺北市,文山區,羅斯福路六段,2,7,78
臺北市,文山區,羅斯福路四段,2,7,79
臺北市,北投區,一心路,2,8,1
臺北市,北投區,一德街,2,8,2
臺北市,北投區,七星街,2,8,3
臺北市,北投區,三合街一段,2,8,4
臺北市,北投區,三合街二段,2,8,5
臺北市,北投區,大屯路,2,8,6
臺北市,北投區,大同街,2,8,7
臺北市,北投區,大度路,2,8,8
臺北市,北投區,大度路三段,2,8,9
臺北市,北投區,大業路,2,8,10
臺北市,北投區,大興街,2,8,11
臺北市,北投區,中山北路七段,2,8,12
臺北市,北投區,中山路,2,8,13
臺北市,北投區,中心街,2,8,14
臺北市,北投區,中央北路一段,2,8,15
臺北市,北投區,中央北路二段,2,8,16
臺北市,北投區,中央北路三段,2,8,17
臺北市,北投區,中央北路四段,2,8,18
臺北市,北投區,中央南路一段,2,8,19
臺北市,北投區,中央南路二段,2,8,20
臺北市,北投區,中正街,2,8,21
臺北市,北投區,中和街,2,8,22
臺北市,北投區,中華街,2,8,23
臺北市,北投區,中興路,2,8,24
臺北市,北投區,公?路,2,8,25
臺北市,北投區,公舘路,2,8,26
臺北市,北投區,天母北路,2,8,27
臺北市,北投區,天母西路,2,8,28
臺北市,北投區,文化三路,2,8,29
臺北市,北投區,文林北路,2,8,30
臺北市,北投區,北投路一段,2,8,31
臺北市,北投區,北投路二段,2,8,32
臺北市,北投區,民族街,2,8,33
臺北市,北投區,民權街,2,8,34
臺北市,北投區,永興路一段,2,8,35
臺北市,北投區,永興路二段,2,8,36
臺北市,北投區,石仙路,2,8,37
臺北市,北投區,石牌路一段,2,8,38
臺北市,北投區,石牌路二段,2,8,39
臺北市,北投區,立功街,2,8,40
臺北市,北投區,立農街一段,2,8,41
臺北市,北投區,立農街二段,2,8,42
臺北市,北投區,立德路,2,8,43
臺北市,北投區,立賢路,2,8,44
臺北市,北投區,光明路,2,8,45
臺北市,北投區,吉利街,2,8,46
臺北市,北投區,同德街,2,8,47
臺北市,北投區,竹子湖路,2,8,48
臺北市,北投區,自強街,2,8,49
臺北市,北投區,行義路,2,8,50
臺北市,北投區,西安街一段,2,8,51
臺北市,北投區,西安街二段,2,8,52
臺北市,北投區,西園街,2,8,53
臺北市,北投區,杏林一路,2,8,54
臺北市,北投區,杏林二路,2,8,55
臺北市,北投區,杏林三路,2,8,56
臺北市,北投區,秀山路,2,8,57
臺北市,北投區,育仁路,2,8,58
臺北市,北投區,奉賢路,2,8,59
臺北市,北投區,奇岩路,2,8,60
臺北市,北投區,宜山路,2,8,61
臺北市,北投區,承德路七段,2,8,62
臺北市,北投區,承德路六段,2,8,63
臺北市,北投區,明德路,2,8,64
臺北市,北投區,東昇路,2,8,65
臺北市,北投區,東華街一段,2,8,66
臺北市,北投區,東華街二段,2,8,67
臺北市,北投區,東陽街,2,8,68
臺北市,北投區,知行路,2,8,69
臺北市,北投區,長壽路,2,8,70
臺北市,北投區,幽雅路,2,8,71
臺北市,北投區,建民路,2,8,72
臺北市,北投區,建國街,2,8,73
臺北市,北投區,泉源路,2,8,74
臺北市,北投區,洲美街,2,8,75
臺北市,北投區,致遠一路一段,2,8,76
臺北市,北投區,致遠一路二段,2,8,77
臺北市,北投區,致遠二路,2,8,78
臺北市,北投區,致遠三路,2,8,79
臺北市,北投區,重三路,2,8,80
臺北市,北投區,振華街,2,8,81
臺北市,北投區,振興街,2,8,82
臺北市,北投區,珠海路,2,8,83
臺北市,北投區,紗帽路,2,8,84
臺北市,北投區,崇仁路一段,2,8,85
臺北市,北投區,崇仰一路,2,8,86
臺北市,北投區,崇仰七路,2,8,87
臺北市,北投區,崇仰九路,2,8,88
臺北市,北投區,崇仰二路,2,8,89
臺北市,北投區,崇仰三路,2,8,90
臺北市,北投區,崇仰五路,2,8,91
臺北市,北投區,崇仰六路,2,8,92
臺北市,北投區,崗山路,2,8,93
臺北市,北投區,清江路,2,8,94
臺北市,北投區,勝利街,2,8,95
臺北市,北投區,富貴一路,2,8,96
臺北市,北投區,尊賢街,2,8,97
臺北市,北投區,復興一路,2,8,98
臺北市,北投區,復興二路,2,8,99
臺北市,北投區,復興三路,2,8,100
臺北市,北投區,復興四路,2,8,101
臺北市,北投區,湖山路一段,2,8,102
臺北市,北投區,湖山路二段,2,8,103
臺北市,北投區,湖底路,2,8,104
臺北市,北投區,登山路,2,8,105
臺北市,北投區,進賢路,2,8,106
臺北市,北投區,開明街,2,8,107
臺北市,北投區,陽明路一段,2,8,108
臺北市,北投區,陽明路二段,2,8,109
臺北市,北投區,新市街,2,8,110
臺北市,北投區,新民路,2,8,111
臺北市,北投區,新生街,2,8,112
臺北市,北投區,新興路,2,8,113
臺北市,北投區,溫泉路,2,8,114
臺北市,北投區,義方街,2,8,115
臺北市,北投區,義理街,2,8,116
臺北市,北投區,聖景路,2,8,117
臺北市,北投區,裕民一路,2,8,118
臺北市,北投區,裕民二路,2,8,119
臺北市,北投區,裕民三路,2,8,120
臺北市,北投區,裕民六路,2,8,121
臺北市,北投區,裕民四路,2,8,122
臺北市,北投區,實踐街,2,8,123
臺北市,北投區,榮華一路,2,8,124
臺北市,北投區,榮華二路,2,8,125
臺北市,北投區,榮華三路,2,8,126
臺北市,北投區,福美路,2,8,127
臺北市,北投區,翠宜路,2,8,128
臺北市,北投區,翠華街,2,8,129
臺北市,北投區,翠雲街,2,8,130
臺北市,北投區,翠嶺路,2,8,131
臺北市,北投區,稻香路,2,8,132
臺北市,北投區,學園路,2,8,133
臺北市,北投區,樹林路,2,8,134
臺北市,北投區,磺港路,2,8,135
臺北市,北投區,隱潭路,2,8,136
臺北市,北投區,豐年路一段,2,8,137
臺北市,北投區,豐年路二段,2,8,138
臺北市,北投區,雙全街,2,8,139
臺北市,北投區,懷德街,2,8,140
臺北市,北投區,關渡路,2,8,141
臺北市,松山區,八德路二段,2,9,1
臺北市,松山區,八德路三段,2,9,2
臺北市,松山區,八德路四段,2,9,3
臺北市,松山區,八徳路四段,2,9,4
臺北市,松山區,三民路,2,9,5
臺北市,松山區,五常街,2,9,6
臺北市,松山區,北寧路,2,9,7
臺北市,松山區,市民大道五段,2,9,8
臺北市,松山區,市民大道六段,2,9,9
臺北市,松山區,市民大道四段,2,9,10
臺北市,松山區,民生東路三段,2,9,11
臺北市,松山區,民生東路五段,2,9,12
臺北市,松山區,民生東路四段,2,9,13
臺北市,松山區,民族東路,2,9,14
臺北市,松山區,民權東路三段,2,9,15
臺北市,松山區,民權東路五段,2,9,16
臺北市,松山區,民權東路四段,2,9,17
臺北市,松山區,光復北路,2,9,18
臺北市,松山區,光復南路,2,9,19
臺北市,松山區,吉祥路,2,9,20
臺北市,松山區,延吉街,2,9,21
臺北市,松山區,延壽街,2,9,22
臺北市,松山區,東寧路,2,9,23
臺北市,松山區,東興路,2,9,24
臺北市,松山區,松河街,2,9,25
臺北市,松山區,虎林街,2,9,26
臺北市,松山區,長安東路二段,2,9,27
臺北市,松山區,長春路,2,9,28
臺北市,松山區,南京東路三段,2,9,29
臺北市,松山區,南京東路五段,2,9,30
臺北市,松山區,南京東路四段,2,9,31
臺北市,松山區,健康路,2,9,32
臺北市,松山區,基隆路一段,2,9,33
臺北市,松山區,富錦街,2,9,34
臺北市,松山區,復興北路,2,9,35
臺北市,松山區,復興南路一段,2,9,36
臺北市,松山區,敦化北路,2,9,37
臺北市,松山區,敦化南路一段,2,9,38
臺北市,松山區,塔悠路,2,9,39
臺北市,松山區,新中街,2,9,40
臺北市,松山區,新東街,2,9,41
臺北市,松山區,寧安街,2,9,42
臺北市,松山區,慶城街,2,9,43
臺北市,松山區,撫遠街,2,9,44
臺北市,松山區,興安街,2,9,45
臺北市,松山區,濱江街,2,9,46
臺北市,松山區,寶清街,2,9,47
臺北市,松山區,饒河街,2,9,48
臺北市,信義區,大道路,2,10,1
臺北市,信義區,中坡北路,2,10,2
臺北市,信義區,中坡南路,2,10,3
臺北市,信義區,仁愛路四段,2,10,4
臺北市,信義區,文昌街,2,10,5
臺北市,信義區,市民大道五段,2,10,6
臺北市,信義區,市民大道六段,2,10,7
臺北市,信義區,市府路,2,10,8
臺北市,信義區,永吉路,2,10,9
臺北市,信義區,光復南路,2,10,10
臺北市,信義區,吳興街,2,10,11
臺北市,信義區,和平東路三段,2,10,12
臺北市,信義區,忠孝東路,2,10,13
臺北市,信義區,忠孝東路五段,2,10,14
臺北市,信義區,忠孝東路四段,2,10,15
臺北市,信義區,東興路,2,10,16
臺北市,信義區,林口街,2,10,17
臺北市,信義區,松山路,2,10,18
臺北市,信義區,松仁路,2,10,19
臺北市,信義區,松平路,2,10,20
臺北市,信義區,松信路,2,10,21
臺北市,信義區,松勇路,2,10,22
臺北市,信義區,松高路,2,10,23
臺北市,信義區,松智路,2,10,24
臺北市,信義區,松隆路,2,10,25
臺北市,信義區,松勤街,2,10,26
臺北市,信義區,松廉路,2,10,27
臺北市,信義區,松壽路,2,10,28
臺北市,信義區,松德路,2,10,29
臺北市,信義區,虎林街,2,10,30
臺北市,信義區,青雲街,2,10,31
臺北市,信義區,信安街,2,10,32
臺北市,信義區,信義路五段,2,10,33
臺北市,信義區,信義路六段,2,10,34
臺北市,信義區,信義路四段,2,10,35
臺北市,信義區,基隆路一段,2,10,36
臺北市,信義區,基隆路二段,2,10,37
臺北市,信義區,崇德街,2,10,38
臺北市,信義區,祥雲街,2,10,39
臺北市,信義區,莊敬路,2,10,40
臺北市,信義區,富陽街,2,10,41
臺北市,信義區,景雲街,2,10,42
臺北市,信義區,紫雲街,2,10,43
臺北市,信義區,菸廠路,2,10,44
臺北市,信義區,逸仙路,2,10,45
臺北市,信義區,瑞雲街,2,10,46
臺北市,信義區,嘉興街,2,10,47
臺北市,信義區,福德街,2,10,48
臺北市,南港區,八德路四段,2,11,1
臺北市,南港區,三重路,2,11,2
臺北市,南港區,中坡北路,2,11,3
臺北市,南港區,中坡南路,2,11,4
臺北市,南港區,中南街,2,11,5
臺北市,南港區,市民大道七段,2,11,6
臺北市,南港區,市民大道八段,2,11,7
臺北市,南港區,永吉路,2,11,8
臺北市,南港區,玉成街,2,11,9
臺北市,南港區,同德路,2,11,10
臺北市,南港區,向陽路,2,11,11
臺北市,南港區,合順街,2,11,12
臺北市,南港區,成功路一段,2,11,13
臺北市,南港區,成福路,2,11,14
臺北市,南港區,忠孝東路七段,2,11,15
臺北市,南港區,忠孝東路五段,2,11,16
臺北市,南港區,忠孝東路六段,2,11,17
臺北市,南港區,昆陽街,2,11,18
臺北市,南港區,東明街,2,11,19
臺北市,南港區,東南街,2,11,20
臺北市,南港區,東新街,2,11,21
臺北市,南港區,松河街,2,11,22
臺北市,南港區,南深路,2,11,23
臺北市,南港區,南港路一段,2,11,24
臺北市,南港區,南港路二段,2,11,25
臺北市,南港區,南港路三段,2,11,26
臺北市,南港區,研究院路一段,2,11,27
臺北市,南港區,研究院路二段,2,11,28
臺北市,南港區,研究院路三段,2,11,29
臺北市,南港區,研究院路四段,2,11,30
臺北市,南港區,重陽路,2,11,31
臺北市,南港區,富康街,2,11,32
臺北市,南港區,惠民街,2,11,33
臺北市,南港區,港東街,2,11,34
臺北市,南港區,園區街,2,11,35
臺北市,南港區,新民街,2,11,36
臺北市,南港區,經貿一路,2,11,37
臺北市,南港區,經貿二路,2,11,38
臺北市,南港區,經園街,2,11,39
臺北市,南港區,福山街,2,11,40
臺北市,南港區,福德街,2,11,41
臺北市,南港區,興中路,2,11,42
臺北市,南港區,興東街,2,11,43
臺北市,南港區,興南街,2,11,44
臺北市,南港區,興華路,2,11,45
臺北市,南港區,舊莊街一段,2,11,46
臺北市,南港區,舊莊街二段,2,11,47
臺北市,萬華區,三水街,2,12,1
臺北市,萬華區,大埔街,2,12,2
臺北市,萬華區,大理街,2,12,3
臺北市,萬華區,中華路一段,2,12,4
臺北市,萬華區,中華路二段,2,12,5
臺北市,萬華區,內江街,2,12,6
臺北市,萬華區,水源路,2,12,7
臺北市,萬華區,民和街,2,12,8
臺北市,萬華區,永福街,2,12,9
臺北市,萬華區,汀州路一段,2,12,10
臺北市,萬華區,成都路,2,12,11
臺北市,萬華區,西昌街,2,12,12
臺北市,萬華區,西園路一段,2,12,13
臺北市,萬華區,西園路二段,2,12,14
臺北市,萬華區,西寧南路,2,12,15
臺北市,萬華區,西藏路,2,12,16
臺北市,萬華區,和平西路二段,2,12,17
臺北市,萬華區,和平西路三段,2,12,18
臺北市,萬華區,忠孝西路二段,2,12,19
臺北市,萬華區,昆明街,2,12,20
臺北市,萬華區,東園街,2,12,21
臺北市,萬華區,武成街,2,12,22
臺北市,萬華區,武昌街二段,2,12,23
臺北市,萬華區,長沙街二段,2,12,24
臺北市,萬華區,長泰街,2,12,25
臺北市,萬華區,長順街,2,12,26
臺北市,萬華區,青年路,2,12,27
臺北市,萬華區,南寧路,2,12,28
臺北市,萬華區,柳州街,2,12,29
臺北市,萬華區,洛陽街,2,12,30
臺北市,萬華區,峨眉街,2,12,31
臺北市,萬華區,桂林路,2,12,32
臺北市,萬華區,國興路,2,12,33
臺北市,萬華區,康定路,2,12,34
臺北市,萬華區,梧州街,2,12,35
臺北市,萬華區,莒光路,2,12,36
臺北市,萬華區,富民路,2,12,37
臺北市,萬華區,華西街,2,12,38
臺北市,萬華區,貴陽街二段,2,12,39
臺北市,萬華區,開封街二段,2,12,40
臺北市,萬華區,隆昌街,2,12,41
臺北市,萬華區,雅江街,2,12,42
臺北市,萬華區,萬大路,2,12,43
臺北市,萬華區,萬青街,2,12,44
臺北市,萬華區,漢口街二段,2,12,45
